1 0,17 0
2 0,20 0
3 0,25 0
4 0,34 0
5 0,37 0
6 0,46 0,80
7 0,52 0,83
8 0,58 0,85
9 0,67 0,86
10 0,76 0,88
11 0 0,95
12 0 0,98
13 0 0,98
14 0 0,98
