1 4,6 4,6
2 4,6 4,6
3 5,2 5,2
4 5,5 5,5
5 5,5 5,5
6 5,55 6,4
7 5,55 6,7
8 5,55 8,5
9 5,55 10,05
10 5,55 11,6
11 0 15,2
12 0 19,2
13 0 27,4
14 0 36,6
