1 0,07 1,5
2 0,07 2,0
3 0,08 2,3
4 0,11 5,5
5 0,12 8,1
6 0,14 8,3
7 0,14 8,8
8 0,16 10,4
9 0,175 11,6
10 0,19 12,8
11 0 16,2
12 0 18,6
13 0 0
14 0 0
