1 1,1 0,3
2 1,34 0,7
3 1,58 0,5
4 2 0,62
5 2,25 0,73
6 2,6 0,95
7 2,8 1,1
8 3,4 1,3
9 3,7 1,55
10 4 1,8
11 0 2,2
12 0 2,7
12 0 3,7
14 0 4,3
