1 2,4 1,2
2 2,7 1,6
3 3,4 2,2
4 4,0 3,0
5 4,6 3,7
6 5,8 5,2
7 6,7 6,4
8 8,2 8,3
9 9,7 9,6
10 11,6 11,6
11 0 15,2
12 0 19,2
13 0 27,4
14 0 36,6
