1 1,3 0,61
2 1,6 0,80
3 2,0 1,0
4 2,7 1,3
5 3,0 1,6
6 3,7 2,0
7 3,9 2,3
8 5,2 2,9
9 5,8 3,3
10 6,4 3,7
11 0 4,6
12 0 5,5
13 0 7,3
14 0 9,1
