1 0,67 0,33
2 0,70 0,40
3 0,83 0,49
4 0,98 0,61
5 1,0 0,70
6 1,1 0,83
7 1,1 0,88
8 1,2 1,0
9 1,3 1,15
10 1,4 1,3
11 0 1,5
12 0 1,7
13 0 2,1
14 0 2,4
