1 6,7 11,6
2 7,3 12,2
3 8,8 13,7
4 11,3 16,5
5 12,8 18,0
6 16,5 21,4
7 18,9 23,5
8 24,0 28,7
9 27,25 32,65
10 33,5 36,6
11 0 45,7
12 0 47,9
13 0 49,3
14 0 94,5
